mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__sublinear_tf,param_tfidf__ngram_range,param_tfidf__min_df,param_tfidf__max_df,param_clf__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
18.663575601577758,0.11355988162889635,2.0989475727081297,0.04644008171214663,True,"(1, 3)",50,0.9,0.001,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 50, 'tfidf__max_df': 0.9, 'clf__alpha': 0.001}",0.5807070801923788,0.5800605245633526,0.5708669886893009,0.5869712860669415,0.587654158842006,0.5812520076707959,0.006054137134054922,2
18.442168951034546,0.09828329360922027,2.121735954284668,0.03221487746570673,True,"(1, 3)",25,0.5,100.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 25, 'tfidf__max_df': 0.5, 'clf__alpha': 100}",0.2445373413079232,0.24199134893690757,0.24435208830582117,0.24447409112389132,0.24908091170287153,0.24488715627548294,0.002304455501416522,77
8.404542255401612,0.09059746749901203,1.455756950378418,0.011854843573088575,True,"(1, 2)",25,0.5,1.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 25, 'tfidf__max_df': 0.5, 'clf__alpha': 1}",0.37612137043712435,0.36047159569789844,0.384116879577254,0.38318582038896326,0.3924043686114902,0.3792600069425461,0.010720362894053724,51
8.409119987487793,0.08256307161198986,1.3916682720184326,0.011673089594825993,True,"(1, 2)",100,0.7,1.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 100, 'tfidf__max_df': 0.7, 'clf__alpha': 1}",0.5127164105153622,0.4884142833348518,0.4814024373141484,0.5144463336831941,0.500385954583937,0.4994730838862987,0.013032747828199149,36
18.96811800003052,0.062110976101152425,2.2562365531921387,0.031150583780745398,True,"(1, 3)",100,0.6,1.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 100, 'tfidf__max_df': 0.6, 'clf__alpha': 1}",0.5387414967335927,0.5190827028551382,0.5177845520491051,0.5429533872762767,0.5380296935168627,0.5313183664861951,0.010662026821181643,23
9.229064655303954,0.015799978077190614,1.4507837772369385,0.01908458180724384,True,"(1, 2)",50,0.6,0.1,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 50, 'tfidf__max_df': 0.6, 'clf__alpha': 0.1}",0.542906072173144,0.5396184613200966,0.5346695031307845,0.5446183774905389,0.5458752570161446,0.5415375342261417,0.004025742721053754,19
18.394592475891113,0.12513914739154508,2.131812906265259,0.03950201953405732,True,"(1, 3)",100,0.8,5.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 100, 'tfidf__max_df': 0.8, 'clf__alpha': 5}",0.31305767196208156,0.3011450095704757,0.3087103315583019,0.30961607500833627,0.3130497742380494,0.309115772467449,0.004358042856142339,54
18.409230756759644,0.07228655607686871,2.1785431861877442,0.026574891779081882,True,"(1, 3)",50,0.8,100.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 50, 'tfidf__max_df': 0.8, 'clf__alpha': 100}",0.24501017816118234,0.24582357703325447,0.24096726071199842,0.24458695563765592,0.24806158981399232,0.2448899122716167,0.0022989001798409394,76
18.019785118103027,0.08712622177490814,2.111871862411499,0.0325551811261081,True,"(1, 3)",100,0.7,1.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 100, 'tfidf__max_df': 0.7, 'clf__alpha': 1}",0.5382495120115601,0.5183462828884158,0.5178267624900517,0.5430775814408162,0.5380296935168627,0.5311059664695412,0.010783641199302746,24
8.433879852294922,0.05760374320465193,1.4214774131774903,0.022435902133473924,True,"(1, 2)",100,0.6,0.1,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 100, 'tfidf__max_df': 0.6, 'clf__alpha': 0.1}",0.5464614408060509,0.5297417432733754,0.5235516250565111,0.5420053776191919,0.5404753174363773,0.5364471008383014,0.008469511089028872,21
18.61505084037781,0.10674309273163878,2.2845587730407715,0.052306019805149935,True,"(1, 3)",10,0.8,0.5,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 10, 'tfidf__max_df': 0.8, 'clf__alpha': 0.5}",0.38127162726230335,0.36525995448184145,0.37585276520906213,0.3685939653850502,0.3963163625725101,0.37745893498215344,0.010955562881871543,52
8.760966539382935,0.07236253775361622,1.5409775257110596,0.023248365735986983,True,"(1, 2)",10,0.5,0.1,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 10, 'tfidf__max_df': 0.5, 'clf__alpha': 0.1}",0.5276416597279081,0.5150125343999314,0.5193062346936822,0.5342380249994919,0.5287892721491065,0.5249975451940241,0.006911533227510414,26
8.550182819366455,0.05818664895781268,1.4358997821807862,0.020981606906756503,True,"(1, 2)",50,0.5,5.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 50, 'tfidf__max_df': 0.5, 'clf__alpha': 5}",0.27788847315399545,0.2599578408556841,0.26946845722181606,0.26831940519066627,0.2757342288267443,0.2702736810497813,0.006303757280728574,60
8.5409339427948,0.05770286910448368,1.401930570602417,0.02303645426828167,True,"(1, 2)",100,0.9,0.5,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 100, 'tfidf__max_df': 0.9, 'clf__alpha': 0.5}",0.5296987348593724,0.5089464779478874,0.5080162480733341,0.5327792749649671,0.5275416960442384,0.5213964863779599,0.010679815491885538,32
18.219332456588745,0.19881213356424066,2.166705846786499,0.04557783285558799,True,"(1, 3)",50,0.7,0.5,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 50, 'tfidf__max_df': 0.7, 'clf__alpha': 0.5}",0.5569218001545109,0.5404069940889912,0.5412405343988604,0.5539506441407714,0.5545074434131838,0.5494054832392635,0.007082693015531129,12
