mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__sublinear_tf,param_tfidf__ngram_range,param_tfidf__min_df,param_tfidf__max_df,param_clf__penalty,param_clf__dual,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
55.927413845062254,0.7325242184000348,1.6255958080291748,0.0485812917810689,True,"(1, 2)",5,0.6,l1,False,100.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.6, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 100}",0.7052137257025404,0.7213786564597264,0.6939794791332574,0.713726327525869,0.7291419022222086,0.7126880182087204,0.012273630769933689,75
21.69563236236572,0.29403166357308397,2.423409652709961,0.10271733175756685,True,"(1, 3)",10,0.6,l1,False,0.5,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 10, 'tfidf__max_df': 0.6, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 0.5}",0.7258903488486517,0.7248289563708002,0.7203551176726152,0.724834789175065,0.7496302072575528,0.729107883864937,0.010437411209282418,18
20.193833112716675,0.7293378193354557,1.8459482192993164,0.14910551498777902,True,"(1, 2)",5,0.8,l2,False,5.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.8, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 5}",0.7230528304675852,0.7148883325249612,0.7024226662677698,0.7236884910245036,0.734560379157407,0.7197225398884454,0.010673671027825049,44
69.43575539588929,0.8231021519445381,2.3766717433929445,0.10034783074686403,True,"(1, 3)",25,0.6,l1,False,5.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 25, 'tfidf__max_df': 0.6, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 5}",0.6980377801104213,0.7135463867394414,0.6965631209111857,0.7066088251760818,0.7258255733657889,0.7081163372605839,0.010774313859385695,86
64.67991361618041,1.318859126471673,2.388458728790283,0.06670173692292526,True,"(1, 3)",25,0.9,l1,False,10.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 25, 'tfidf__max_df': 0.9, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 10}",0.6878250656702299,0.7138190259723368,0.6904828025283347,0.7023203973645678,0.7325725863276,0.7054039755726138,0.016432373027194937,90
19.851083612442018,0.51233868336414,1.710676383972168,0.22916753350166372,True,"(1, 2)",10,0.6,l2,False,10.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 10, 'tfidf__max_df': 0.6, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 10}",0.7090759841445793,0.7048310167791436,0.6935942110891153,0.7095282203187288,0.7234193714758207,0.7080897607614776,0.009578926242109246,87
13.010679531097413,0.6861077096842898,1.9029518127441407,0.17234103188488298,True,"(1, 2)",5,0.7,l2,False,0.1,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.7, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 0.1}",0.6777020383134745,0.6667095351975099,0.6645830622115636,0.6662337457036854,0.6808752063083772,0.671220717546922,0.006700683470063378,137
21.448679637908935,0.9280540014456523,2.419885587692261,0.19958952845999112,True,"(1, 3)",25,0.5,l2,False,0.5,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 25, 'tfidf__max_df': 0.5, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 0.5}",0.714080259083716,0.7139220022523574,0.7030226686806318,0.7095093469538996,0.7311652753826973,0.7143399104706605,0.009324690624018575,69
65.88326005935669,1.3834733563469803,2.460154104232788,0.11817450730128158,True,"(1, 3)",10,0.9,l1,False,5.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 10, 'tfidf__max_df': 0.9, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 5}",0.7125885836657118,0.7258004915234162,0.7086279727346401,0.717338867547769,0.7373494919819649,0.7203410814907004,0.01025087911509599,42
15.814064741134644,0.4886694935798448,1.501606273651123,0.03417537243886938,True,"(1, 2)",25,0.9,l1,False,0.5,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 25, 'tfidf__max_df': 0.9, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 0.5}",0.7298501548021143,0.7308270110385348,0.7203218763750725,0.7283738266130148,0.7591695498501858,0.7337084837357845,0.013259828792218195,6
10.06662073135376,0.03759989925857658,1.627241039276123,0.08336308475280058,True,"(1, 2)",25,0.9,l2,False,0.001,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 25, 'tfidf__max_df': 0.9, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 0.001}",0.22518009091471464,0.22186597630190183,0.22414626868010207,0.22759536930240504,0.23043106580325276,0.22584375420047526,0.002941299245755455,177
23.919365787506102,1.1495892681671238,2.396105432510376,0.14124341105594956,True,"(1, 3)",25,0.8,l1,False,0.5,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 25, 'tfidf__max_df': 0.8, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 0.5}",0.7224540570146056,0.7311657218710442,0.7216520953740817,0.7291657153323914,0.7526263969119285,0.7314127973008103,0.011230828657937307,11
18.670818424224855,0.665847316396988,2.5071433544158936,0.2877744890323641,True,"(1, 3)",10,0.6,l1,False,0.001,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 10, 'tfidf__max_df': 0.6, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 0.001}",0.08639652677279305,0.08639652677279305,0.08642779587404995,0.08654124457308249,0.08642779587404995,0.0864379779733537,5.3493448136844986e-05,185
20.962701320648193,0.23880164681711577,2.35090651512146,0.11528273054537622,True,"(1, 3)",50,0.8,l2,False,1000.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 50, 'tfidf__max_df': 0.8, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 1000}",0.6735496255179972,0.6758368241131214,0.660937438551997,0.6797868860031412,0.6879740886071263,0.6756169725586766,0.008830599892589835,131
20.325636291503905,1.0971725979802291,2.532294273376465,0.18935270013785027,True,"(1, 3)",5,0.9,l1,False,0.1,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 5, 'tfidf__max_df': 0.9, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 0.1}",0.6060979097594089,0.6092734168428672,0.620979549780061,0.616417125543721,0.6533239625012838,0.6212183928854684,0.016883058236561676,169
14.760219955444336,0.6482116618444496,1.4495608806610107,0.04193146204735362,True,"(1, 2)",50,0.6,l1,False,0.5,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 50, 'tfidf__max_df': 0.6, 'clf__penalty': 'l1', 'clf__dual': False, 'clf__C': 0.5}",0.7301505115813789,0.7229902735410594,0.7152301310753577,0.7288361510952153,0.7504277108748949,0.7295269556335813,0.011703290202459143,16
17.84442467689514,0.5053075687604259,2.6411845684051514,0.1657538566919228,True,"(1, 3)",5,0.7,l2,False,0.001,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 5, 'tfidf__max_df': 0.7, 'clf__penalty': 'l2', 'clf__dual': False, 'clf__C': 0.001}",0.2261409858620227,0.22166105407323694,0.22232241465188865,0.22525240413439168,0.2275331599545006,0.22458200373520812,0.0022461912096189644,179
