,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__sublinear_tf,param_tfidf__ngram_range,param_tfidf__min_df,param_tfidf__max_df,param_clf__n_estimators,param_clf__min_samples_split,param_clf__min_samples_leaf,param_clf__max_features,param_clf__max_depth,param_clf__criterion,param_clf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
34,8.625065469741822,0.09451374913538053,1.4389896392822266,0.018966412703678933,True,"(1, 2)",100,0.9,600,0.5,0.30000000000000004,4,30,gini,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 100, 'tfidf__max_df': 0.9, 'clf__n_estimators': 600, 'clf__min_samples_split': 0.5, 'clf__min_samples_leaf': 0.30000000000000004, 'clf__max_features': 4, 'clf__max_depth': 30, 'clf__criterion': 'gini', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
35,16.72615976333618,0.1110765451818634,2.6175238609313967,0.02691448882188997,True,"(1, 3)",10,0.9,400,0.30000000000000004,0.2,5,32,log_loss,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 10, 'tfidf__max_df': 0.9, 'clf__n_estimators': 400, 'clf__min_samples_split': 0.30000000000000004, 'clf__min_samples_leaf': 0.2, 'clf__max_features': 5, 'clf__max_depth': 32, 'clf__criterion': 'log_loss', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
36,8.61225790977478,0.13739006844508453,1.5685933113098145,0.035819800441993066,True,"(1, 2)",100,0.6,900,1.0,0.2,3,22,entropy,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 100, 'tfidf__max_df': 0.6, 'clf__n_estimators': 900, 'clf__min_samples_split': 1.0, 'clf__min_samples_leaf': 0.2, 'clf__max_features': 3, 'clf__max_depth': 22, 'clf__criterion': 'entropy', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
37,7.698983240127563,0.0624504894457107,1.48315372467041,0.01990938574174876,True,"(1, 2)",5,0.7,50,0.7000000000000001,0.5,5,18,entropy,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.7, 'clf__n_estimators': 50, 'clf__min_samples_split': 0.7000000000000001, 'clf__min_samples_leaf': 0.5, 'clf__max_features': 5, 'clf__max_depth': 18, 'clf__criterion': 'entropy', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
38,16.411521768569948,0.08013846358757609,2.267537546157837,0.0549627839749853,True,"(1, 3)",10,0.6,200,0.30000000000000004,0.4,3,3,log_loss,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 10, 'tfidf__max_df': 0.6, 'clf__n_estimators': 200, 'clf__min_samples_split': 0.30000000000000004, 'clf__min_samples_leaf': 0.4, 'clf__max_features': 3, 'clf__max_depth': 3, 'clf__criterion': 'log_loss', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
39,8.09307951927185,0.11724451527031456,1.6029853820800781,0.019375205639284677,True,"(1, 2)",50,0.6,500,0.5,0.5,3,9,gini,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 50, 'tfidf__max_df': 0.6, 'clf__n_estimators': 500, 'clf__min_samples_split': 0.5, 'clf__min_samples_leaf': 0.5, 'clf__max_features': 3, 'clf__max_depth': 9, 'clf__criterion': 'gini', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
40,18.610719013214112,0.16728811511107397,4.226429176330567,0.08767797799273348,True,"(1, 3)",5,0.6,800,0.8,0.5,5,28,gini,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 5, 'tfidf__max_df': 0.6, 'clf__n_estimators': 800, 'clf__min_samples_split': 0.8, 'clf__min_samples_leaf': 0.5, 'clf__max_features': 5, 'clf__max_depth': 28, 'clf__criterion': 'gini', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
41,8.164920330047607,0.0865764088105364,1.3451055049896241,0.023995721965115485,True,"(1, 2)",50,0.9,50,0.4,0.30000000000000004,1,14,entropy,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 50, 'tfidf__max_df': 0.9, 'clf__n_estimators': 50, 'clf__min_samples_split': 0.4, 'clf__min_samples_leaf': 0.30000000000000004, 'clf__max_features': 1, 'clf__max_depth': 14, 'clf__criterion': 'entropy', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
42,9.503650188446045,0.08743349748381787,2.522095966339111,0.039111148081619404,True,"(1, 2)",25,0.8,900,1.0,0.1,6,11,log_loss,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 25, 'tfidf__max_df': 0.8, 'clf__n_estimators': 900, 'clf__min_samples_split': 1.0, 'clf__min_samples_leaf': 0.1, 'clf__max_features': 6, 'clf__max_depth': 11, 'clf__criterion': 'log_loss', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
43,7.853966426849365,0.1580592135747178,1.5620421886444091,0.04028062436586583,True,"(1, 2)",25,0.8,200,0.5,0.30000000000000004,1,20,entropy,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 25, 'tfidf__max_df': 0.8, 'clf__n_estimators': 200, 'clf__min_samples_split': 0.5, 'clf__min_samples_leaf': 0.30000000000000004, 'clf__max_features': 1, 'clf__max_depth': 20, 'clf__criterion': 'entropy', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
44,9.509963083267213,0.3326364896712407,3.5737170696258547,0.04336901928870697,True,"(1, 2)",5,0.9,1000,0.6,0.1,3,8,log_loss,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.9, 'clf__n_estimators': 1000, 'clf__min_samples_split': 0.6, 'clf__min_samples_leaf': 0.1, 'clf__max_features': 3, 'clf__max_depth': 8, 'clf__criterion': 'log_loss', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
45,17.009707069396974,0.24738009829733706,3.2626019954681396,0.105198585844472,True,"(1, 3)",5,0.5,500,0.1,0.30000000000000004,5,4,entropy,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 5, 'tfidf__max_df': 0.5, 'clf__n_estimators': 500, 'clf__min_samples_split': 0.1, 'clf__min_samples_leaf': 0.30000000000000004, 'clf__max_features': 5, 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
46,8.624922561645509,0.09369380545015166,1.5123341083526611,0.044988371509472797,True,"(1, 2)",100,0.9,700,1.0,0.2,5,13,entropy,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 100, 'tfidf__max_df': 0.9, 'clf__n_estimators': 700, 'clf__min_samples_split': 1.0, 'clf__min_samples_leaf': 0.2, 'clf__max_features': 5, 'clf__max_depth': 13, 'clf__criterion': 'entropy', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
47,16.786918687820435,0.20082975822438495,2.8729223251342773,0.18089815098104617,True,"(1, 3)",5,0.7,300,0.2,0.5,5,15,gini,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 5, 'tfidf__max_df': 0.7, 'clf__n_estimators': 300, 'clf__min_samples_split': 0.2, 'clf__min_samples_leaf': 0.5, 'clf__max_features': 5, 'clf__max_depth': 15, 'clf__criterion': 'gini', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
48,7.575076150894165,0.0904116367526814,1.2846871852874755,0.01895456515675016,True,"(1, 2)",25,0.7,50,0.6,0.2,5,19,gini,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 25, 'tfidf__max_df': 0.7, 'clf__n_estimators': 50, 'clf__min_samples_split': 0.6, 'clf__min_samples_leaf': 0.2, 'clf__max_features': 5, 'clf__max_depth': 19, 'clf__criterion': 'gini', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
49,16.278973388671876,0.14451003298895612,2.095374584197998,0.362597023615618,True,"(1, 3)",50,0.5,700,1.0,0.5,1,26,entropy,RandomForestClassifier(),"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 50, 'tfidf__max_df': 0.5, 'clf__n_estimators': 700, 'clf__min_samples_split': 1.0, 'clf__min_samples_leaf': 0.5, 'clf__max_features': 1, 'clf__max_depth': 26, 'clf__criterion': 'entropy', 'clf': RandomForestClassifier()}",-5.988001845869866,-5.984310106137517,-5.98522622345337,-5.984764542936288,-5.986611265004616,-5.985782796680332,0.0013509974795713842,1
