mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__sublinear_tf,param_tfidf__ngram_range,param_tfidf__min_df,param_tfidf__max_df,param_clf__n_estimators,param_clf__min_samples_split,param_clf__min_samples_leaf,param_clf__max_features,param_clf__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
7.920454788208008,0.07662903773752558,1.7514152526855469,0.05432909781222556,True,"(1, 2)",50,0.6,500,0.4,0.4,0.1,8,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 50, 'tfidf__max_df': 0.6, 'clf__n_estimators': 500, 'clf__min_samples_split': 0.4, 'clf__min_samples_leaf': 0.4, 'clf__max_features': 0.1, 'clf__max_depth': 8}",-2.23813317960537,-2.191111287237574,-2.2343827138912333,-2.2231112083009874,-2.2219496934469434,-2.2217376164964215,0.016544586744513413,198
17.887100172042846,0.18177086438322057,3.2591882228851317,0.03617833113789716,True,"(1, 3)",10,0.9,700,0.8,0.4,log2,14,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 10, 'tfidf__max_df': 0.9, 'clf__n_estimators': 700, 'clf__min_samples_split': 0.8, 'clf__min_samples_leaf': 0.4, 'clf__max_features': 'log2', 'clf__max_depth': 14}",-2.2381249627967024,-2.191119783886502,-2.2343771290202925,-2.2232604290992937,-2.221936448151858,-2.22176375059093,0.01654151835008905,319
8.289172172546387,0.08503902752001528,1.3364879131317138,0.019488462473018716,True,"(1, 2)",25,0.9,50,0.4,0.4,log2,13,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 25, 'tfidf__max_df': 0.9, 'clf__n_estimators': 50, 'clf__min_samples_split': 0.4, 'clf__min_samples_leaf': 0.4, 'clf__max_features': 'log2', 'clf__max_depth': 13}",-2.238134762692455,-2.191184646724329,-2.2344202092654015,-2.222963743502747,-2.2219337503621586,-2.221727422509418,0.016521137133710586,182
16.624352645874023,0.09609221311817981,1.9243395328521729,0.004770284957855243,True,"(1, 3)",100,0.5,100,0.5,0.5,log2,28,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 100, 'tfidf__max_df': 0.5, 'clf__n_estimators': 100, 'clf__min_samples_split': 0.5, 'clf__min_samples_leaf': 0.5, 'clf__max_features': 'log2', 'clf__max_depth': 28}",-2.238036317939895,-2.1911488075760626,-2.234428609538446,-2.2230880109960443,-2.221842628666522,-2.2217088749433938,0.016517957905131938,173
9.78952693939209,0.03924566146654382,1.1662120342254638,0.07323909744736053,True,"(1, 2)",100,0.7,200,0.30000000000000004,0.2,0.1,17,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 100, 'tfidf__max_df': 0.7, 'clf__n_estimators': 200, 'clf__min_samples_split': 0.30000000000000004, 'clf__min_samples_leaf': 0.2, 'clf__max_features': 0.1, 'clf__max_depth': 17}",-2.1423410827745615,-2.0876361254187423,-2.143207765263049,-2.132350129756061,-2.126377091864923,-2.1263824390154675,0.020369880179669068,21
8.143362379074096,0.09281412953473044,2.0892751216888428,0.052908764283446943,True,"(1, 2)",50,0.8,900,0.7000000000000001,0.5,log2,32,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 50, 'tfidf__max_df': 0.8, 'clf__n_estimators': 900, 'clf__min_samples_split': 0.7000000000000001, 'clf__min_samples_leaf': 0.5, 'clf__max_features': 'log2', 'clf__max_depth': 32}",-2.2381654213736972,-2.191101585781145,-2.2343748872108296,-2.2231554838437058,-2.221952272718143,-2.2217499301855037,0.016554125945852666,244
7.5176856994628904,0.0935616382726738,1.4137478351593018,0.01564813456839476,True,"(1, 2)",25,0.7,100,0.5,0.4,0.1,18,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 25, 'tfidf__max_df': 0.7, 'clf__n_estimators': 100, 'clf__min_samples_split': 0.5, 'clf__min_samples_leaf': 0.4, 'clf__max_features': 0.1, 'clf__max_depth': 18}",-2.2381862357080267,-2.191096538365633,-2.2343757728061915,-2.2230366386172764,-2.221995441565765,-2.2217381254125783,0.016558439955729712,199
8.499237823486329,0.13808646385514933,3.16622371673584,0.12439908187986166,True,"(1, 2)",5,0.5,700,0.7000000000000001,0.5,sqrt,6,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.5, 'clf__n_estimators': 700, 'clf__min_samples_split': 0.7000000000000001, 'clf__min_samples_leaf': 0.5, 'clf__max_features': 'sqrt', 'clf__max_depth': 6}",-2.2380814772534987,-2.191112362305855,-2.23437392522083,-2.2232153620366657,-2.221929475359875,-2.2217425204353445,0.01653435634262313,212
24.00921196937561,0.17283480828206452,4.543664598464966,0.12725622320880625,True,"(1, 3)",10,0.5,1000,0.5,0.4,log2,3,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 3), 'tfidf__min_df': 10, 'tfidf__max_df': 0.5, 'clf__n_estimators': 1000, 'clf__min_samples_split': 0.5, 'clf__min_samples_leaf': 0.4, 'clf__max_features': 'log2', 'clf__max_depth': 3}",-2.238111873822626,-2.191110881709091,-2.2343686050699656,-2.223186029533775,-2.2219741759476053,-2.2217503132166128,0.01653969838739777,247
8.658692693710327,0.10909257869277413,2.578126049041748,0.16090535946665974,True,"(1, 2)",10,0.5,500,0.6,0.2,sqrt,20,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 10, 'tfidf__max_df': 0.5, 'clf__n_estimators': 500, 'clf__min_samples_split': 0.6, 'clf__min_samples_leaf': 0.2, 'clf__max_features': 'sqrt', 'clf__max_depth': 20}",-2.2308926681446937,-2.1817755316928897,-2.226424184015575,-2.215606056360696,-2.214717090840843,-2.213883106210939,0.017211416319952978,108
